crsyr,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords,flow
1975,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1976,Jalisco,"Tijuana, Baja California del Norte","Merced, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1986,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -118.1362299 33.760599)"
1969,Jalisco,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1976,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","St. Louis, MO-IL ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-90.24111656024635, 38.6529545)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -90.24111656024635 38.6529545)"
1983,"Los Reyes, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.36992498690617, 19.66322145)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-102.3699249869062 19.66322145, -117.0412813 32.5132984, -118.1362299 33.760599)"
1984,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -118.1362299 33.760599)"
1984,Michoacán,"Tijuana, Baja California del Norte","Chicago, IL ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-88.125016, 42.371614)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -88.125016 42.371614)"
1987,"Chavinda, Michoacán","Tijuana, Baja California del Norte","Waco, TX ","(-102.43515929093408, 20.0473256)","(-117.0412813, 32.5132984)","(-97.1466695, 31.549333)","LINESTRING (-102.4351592909341 20.0473256, -117.0412813 32.5132984, -97.1466695 31.549333)"
1966,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -118.1362299 33.760599)"
1987,Michoacán,"Tijuana, Baja California del Norte","Ventura, CA ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-119.0779359, 34.4458248)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -119.0779359 34.4458248)"
1955,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","San Diego, CA ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1988,"Peribán, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.45601069227176, 19.4941114)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-102.4560106922718 19.4941114, -117.0412813 32.5132984, -118.1362299 33.760599)"
1974,"Aguascalientes, Aguascalientes","Tijuana, Baja California del Norte","Fresno, CA ","(-102.2961323, 21.8806553)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-102.2961323 21.8806553, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1959,Michoacán,"Tijuana, Baja California del Norte","Sacramento, CA ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-121.493895, 38.5810606)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -121.493895 38.5810606)"
1953,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-115.506256, 32.658421)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-115.506256 32.658421, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1979,Michoacán,"Nuevo Laredo, Tamaulipas","Orange County, CA ","(-101.878113, 19.207098)","(-99.5185992, 27.4761506)","(-117.8704931, 33.7500378)","LINESTRING (-101.878113 19.207098, -99.5185992 27.4761506, -117.8704931 33.7500378)"
1980,"Tepic, Nayarit","Tijuana, Baja California del Norte","Ventura, CA ","(-104.894676, 21.5043446)","(-117.0412813, 32.5132984)","(-119.0779359, 34.4458248)","LINESTRING (-104.894676 21.5043446, -117.0412813 32.5132984, -119.0779359 34.4458248)"
1982,Michoacán,"Nuevo Laredo, Tamaulipas","Ventura, CA ","(-101.878113, 19.207098)","(-99.5185992, 27.4761506)","(-119.0779359, 34.4458248)","LINESTRING (-101.878113 19.207098, -99.5185992 27.4761506, -119.0779359 34.4458248)"
1977,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1971,Michoacán,"Mexicali, Baja California del Norte","Ventura, CA ","(-101.878113, 19.207098)","(-115.506256, 32.658421)","(-119.0779359, 34.4458248)","LINESTRING (-101.878113 19.207098, -115.506256 32.658421, -119.0779359 34.4458248)"
1981,Michoacán,"Nuevo Laredo, Tamaulipas","Ventura, CA ","(-101.878113, 19.207098)","(-99.5185992, 27.4761506)","(-119.0779359, 34.4458248)","LINESTRING (-101.878113 19.207098, -99.5185992 27.4761506, -119.0779359 34.4458248)"
1985,Michoacán,"Nuevo Laredo, Tamaulipas","Bakersfield, CA ","(-101.878113, 19.207098)","(-99.5185992, 27.4761506)","(-119.0194639, 35.3738712)","LINESTRING (-101.878113 19.207098, -99.5185992 27.4761506, -119.0194639 35.3738712)"
1980,"La Yesca, Nayarit","Tijuana, Baja California del Norte","Sacramento, CA ","(-104.3139424, 21.681813)","(-117.0412813, 32.5132984)","(-121.493895, 38.5810606)","LINESTRING (-104.3139424 21.681813, -117.0412813 32.5132984, -121.493895 38.5810606)"
1985,Guanajuato,"Nuevo Laredo, Tamaulipas","Houston, TX ","(-101.0, 20.9876996)","(-99.5185992, 27.4761506)","(-95.3676974, 29.7589382)","LINESTRING (-101 20.9876996, -99.5185992 27.4761506, -95.3676974 29.7589382)"
1986,"San Luis Potosí, San Luis Potosí",", Coahuila de Zaragoza","Dallas, TX ","(-100.9763993, 22.1516472)","(-101.0010806, 25.4120161)","(-96.7968559, 32.7762719)","LINESTRING (-100.9763993 22.1516472, -101.0010806 25.4120161, -96.7968559 32.7762719)"
1990,"León, Guanajuato","Piedras Negras, Coahuila de Zaragoza","Houston, TX ","(-101.6825081, 21.1218598)","(-100.5267104, 28.6998135)","(-95.3676974, 29.7589382)","LINESTRING (-101.6825081 21.1218598, -100.5267104 28.6998135, -95.3676974 29.7589382)"
1976,"Ciudad de México, Distrito Federal","Nuevo Laredo, Tamaulipas","San Antonio, TX ","(-99.1269583, 19.2667215)","(-99.5185992, 27.4761506)","(-98.4951405, 29.4246002)","LINESTRING (-99.1269583 19.2667215, -99.5185992 27.4761506, -98.49514050000001 29.4246002)"
1977,Guanajuato,"Reynosa, Tamaulipas","Dallas, TX ","(-101.0, 20.9876996)","(-98.2963932, 26.0704018)","(-96.7968559, 32.7762719)","LINESTRING (-101 20.9876996, -98.2963932 26.0704018, -96.7968559 32.7762719)"
1978,Guanajuato,"Nuevo Laredo, Tamaulipas","San Angelo, TX ","(-101.0, 20.9876996)","(-99.5185992, 27.4761506)","(-100.4398442, 31.4648357)","LINESTRING (-101 20.9876996, -99.5185992 27.4761506, -100.4398442 31.4648357)"
1990,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,Guanajuato,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1985,"Ciudad de México, Distrito Federal","Mexicali, Baja California del Norte","Merced, CA ","(-99.1269583, 19.2667215)","(-115.506256, 32.658421)","(-120.7678602, 37.1641544)","LINESTRING (-99.1269583 19.2667215, -115.506256 32.658421, -120.7678602 37.1641544)"
1983,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1976,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1986,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1985,Zacatecas,"Juárez, Chihuahua","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-106.0277621, 28.6517723)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -106.0277621 28.6517723, -118.1362299 33.760599)"
1984,Zacatecas,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1983,Zacatecas,"Nogales, Sonora","Sacramento, CA ","(-103.20856984509811, 23.0823582)","(-108.9248649, 28.3713765)","(-121.493895, 38.5810606)","LINESTRING (-103.2085698450981 23.0823582, -108.9248649 28.3713765, -121.493895 38.5810606)"
1978,"Apozol, Zacatecas","Tijuana, Baja California del Norte","Bakersfield, CA ","(-103.07734200647536, 21.462564450000002)","(-117.0412813, 32.5132984)","(-119.0194639, 35.3738712)","LINESTRING (-103.0773420064754 21.46256445, -117.0412813 32.5132984, -119.0194639 35.3738712)"
1982,"Moyahua de Estrada, Zacatecas","Nogales, Sonora","Phoenix-Mesa, AZ ","(-103.18253906931268, 21.1963508)","(-108.9248649, 28.3713765)","(-111.6526441150196, 33.30591455)","LINESTRING (-103.1825390693127 21.1963508, -108.9248649 28.3713765, -111.6526441150196 33.30591455)"
1984,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
1986,"Apozol, Zacatecas","Tijuana, Baja California del Norte","Merced, CA ","(-103.07734200647536, 21.462564450000002)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-103.0773420064754 21.46256445, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1981,Zacatecas,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1955,"Moyahua de Estrada, Zacatecas","Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-103.18253906931268, 21.1963508)","(-115.506256, 32.658421)","(-117.3455744, 34.0109957)","LINESTRING (-103.1825390693127 21.1963508, -115.506256 32.658421, -117.3455744 34.0109957)"
1969,Zacatecas,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1984,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
1977,"Celaya, Guanajuato","Tijuana, Baja California del Norte","Odessa-Midland, TX ","(-100.8139609, 20.5218445)","(-117.0412813, 32.5132984)","(-102.2839569, 31.9061867)","LINESTRING (-100.8139609 20.5218445, -117.0412813 32.5132984, -102.2839569 31.9061867)"
1961,Jalisco,"Tijuana, Baja California del Norte","San Jose, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-121.890583, 37.3361905)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -121.890583 37.3361905)"
1971,Michoacán,"Tijuana, Baja California del Norte","San Diego, CA ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1974,Michoacán,"Tijuana, Baja California del Norte","San Diego, CA ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1981,"San Luis Potosí, San Luis Potosí","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-100.9763993, 22.1516472)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-100.9763993 22.1516472, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1987,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Fresno, CA ","(-115.506256, 32.658421)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-115.506256 32.658421, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1948,"Moyahua de Estrada, Zacatecas","Mexicali, Baja California del Norte","Merced, CA ","(-103.18253906931268, 21.1963508)","(-115.506256, 32.658421)","(-120.7678602, 37.1641544)","LINESTRING (-103.1825390693127 21.1963508, -115.506256 32.658421, -120.7678602 37.1641544)"
1974,"Tuxpan, Nayarit","Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-105.41975441728886, 21.99295325)","(-115.506256, 32.658421)","(-117.3455744, 34.0109957)","LINESTRING (-105.4197544172889 21.99295325, -115.506256 32.658421, -117.3455744 34.0109957)"
1978,Zacatecas,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1984,Zacatecas,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1978,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
1983,Zacatecas,"Tijuana, Baja California del Norte","Bakersfield, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-119.0194639, 35.3738712)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -119.0194639 35.3738712)"
1987,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","San Francisco, CA ","(-115.506256, 32.658421)","(-117.0412813, 32.5132984)","(-122.419906, 37.7790262)","LINESTRING (-115.506256 32.658421, -117.0412813 32.5132984, -122.419906 37.7790262)"
1981,"Nochistlán de Mejía, Zacatecas","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.82726618174516, 21.436113)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-102.8272661817452 21.436113, -117.0412813 32.5132984, -118.1362299 33.760599)"
1986,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
1987,Zacatecas,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1983,Zacatecas,"Mexicali, Baja California del Norte","Fresno, CA ","(-103.20856984509811, 23.0823582)","(-115.506256, 32.658421)","(-119.7848307, 36.7394421)","LINESTRING (-103.2085698450981 23.0823582, -115.506256 32.658421, -119.7848307 36.7394421)"
1984,"La Paz, Baja California del Sur","Tijuana, Baja California del Norte","Fresno, CA ","(-114.977778, 32.516111)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-114.977778 32.516111, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1983,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
1985,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
1987,Zacatecas,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1985,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-115.506256, 32.658421)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-115.506256 32.658421, -117.0412813 32.5132984, -118.1362299 33.760599)"
1990,Zacatecas,"Tijuana, Baja California del Norte","Bakersfield, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-119.0194639, 35.3738712)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -119.0194639 35.3738712)"
1991,"Monterrey, Nuevo León","Nuevo Laredo, Tamaulipas","Houston, TX ","(-100.315258, 25.6802019)","(-99.5185992, 27.4761506)","(-95.3676974, 29.7589382)","LINESTRING (-100.315258 25.6802019, -99.5185992 27.4761506, -95.3676974 29.7589382)"
1984,"San Nicolás Tolentino, San Luis Potosí","Matamoros, Tamaulipas","Houston, TX ","(-100.44257626129004, 22.14827775)","(-97.5017951, 25.8520977)","(-95.3676974, 29.7589382)","LINESTRING (-100.44257626129 22.14827775, -97.5017951 25.8520977, -95.3676974 29.7589382)"
1982,"Querétaro, Querétaro","Piedras Negras, Coahuila de Zaragoza","Beaumont-Port Arthur, TX ","(-100.3970593, 20.5954708)","(-100.5267104, 28.6998135)","(-93.978441, 29.947576)","LINESTRING (-100.3970593 20.5954708, -100.5267104 28.6998135, -93.978441 29.947576)"
1986,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Merced, CA ","(-100.4949145, 22.5000001)","(-99.5185992, 27.4761506)","(-120.7678602, 37.1641544)","LINESTRING (-100.4949145 22.5000001, -99.5185992 27.4761506, -120.7678602 37.1641544)"
1994,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Dallas, TX ","(-100.4949145, 22.5000001)","(-99.5185992, 27.4761506)","(-96.7968559, 32.7762719)","LINESTRING (-100.4949145 22.5000001, -99.5185992 27.4761506, -96.7968559 32.7762719)"
1990,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Merced, CA ","(-100.4949145, 22.5000001)","(-99.5185992, 27.4761506)","(-120.7678602, 37.1641544)","LINESTRING (-100.4949145 22.5000001, -99.5185992 27.4761506, -120.7678602 37.1641544)"
1976,San Luis Potosí,", Coahuila de Zaragoza","San Antonio, TX ","(-100.4949145, 22.5000001)","(-101.0010806, 25.4120161)","(-98.4951405, 29.4246002)","LINESTRING (-100.4949145 22.5000001, -101.0010806 25.4120161, -98.49514050000001 29.4246002)"
1979,"San Ciro de Acosta, San Luis Potosí","Nuevo Laredo, Tamaulipas","Houston, TX ","(-99.89906926008211, 21.5887976)","(-99.5185992, 27.4761506)","(-95.3676974, 29.7589382)","LINESTRING (-99.89906926008211 21.5887976, -99.5185992 27.4761506, -95.3676974 29.7589382)"
1986,San Luis Potosí,"Matamoros, Tamaulipas","Houston, TX ","(-100.4949145, 22.5000001)","(-97.5017951, 25.8520977)","(-95.3676974, 29.7589382)","LINESTRING (-100.4949145 22.5000001, -97.5017951 25.8520977, -95.3676974 29.7589382)"
1982,"Tampico, Tamaulipas","Matamoros, Tamaulipas","Dallas, TX ","(-97.8614802, 22.2329889)","(-97.5017951, 25.8520977)","(-96.7968559, 32.7762719)","LINESTRING (-97.8614802 22.2329889, -97.5017951 25.8520977, -96.7968559 32.7762719)"
1966,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
1978,"Monte Escobedo, Zacatecas","Nuevo Laredo, Tamaulipas","Chicago, IL ","(-103.47220071805769, 22.3798411)","(-99.5185992, 27.4761506)","(-88.125016, 42.371614)","LINESTRING (-103.4722007180577 22.3798411, -99.5185992 27.4761506, -88.125016 42.371614)"
1990,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
1976,"Juárez, Chihuahua","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-106.0277621, 28.6517723)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-106.0277621 28.6517723, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1984,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1985,Zacatecas,"Tijuana, Baja California del Norte","San Jose, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-121.890583, 37.3361905)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -121.890583 37.3361905)"
1984,Zacatecas,"Juárez, Chihuahua","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-106.0277621, 28.6517723)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -106.0277621 28.6517723, -118.1362299 33.760599)"
1983,Guerrero,"Tijuana, Baja California del Norte","Chicago, IL ","(-100.0, 17.666667)","(-117.0412813, 32.5132984)","(-88.125016, 42.371614)","LINESTRING (-100 17.666667, -117.0412813 32.5132984, -88.125016 42.371614)"
1995,San Luis Potosí,"Tijuana, Baja California del Norte","San Diego, CA ","(-100.4949145, 22.5000001)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-100.4949145 22.5000001, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1972,"Monterrey, Nuevo León","Reynosa, Tamaulipas","Houston, TX ","(-100.315258, 25.6802019)","(-98.2963932, 26.0704018)","(-95.3676974, 29.7589382)","LINESTRING (-100.315258 25.6802019, -98.2963932 26.0704018, -95.3676974 29.7589382)"
1985,"Monterrey, Nuevo León","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-100.315258, 25.6802019)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-100.315258 25.6802019, -117.0412813 32.5132984, -118.1362299 33.760599)"
1995,"Monterrey, Nuevo León","Tijuana, Baja California del Norte","San Diego, CA ","(-100.315258, 25.6802019)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-100.315258 25.6802019, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1986,San Luis Potosí,"Tijuana, Baja California del Norte","San Diego, CA ","(-100.4949145, 22.5000001)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-100.4949145 22.5000001, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1993,"Lerdo, Durango","Piedras Negras, Coahuila de Zaragoza","Houston, TX ","(-103.66388219265889, 25.470964950000003)","(-100.5267104, 28.6998135)","(-95.3676974, 29.7589382)","LINESTRING (-103.6638821926589 25.47096495, -100.5267104 28.6998135, -95.3676974 29.7589382)"
1994,"Monterrey, Nuevo León","Tijuana, Baja California del Norte","San Diego, CA ","(-100.315258, 25.6802019)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-100.315258 25.6802019, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1981,"Veracruz, Veracruz","Tijuana, Baja California del Norte","Merced, CA ","(-96.135648, 19.1798858)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-96.135648 19.1798858, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1982,Zacatecas,"Tijuana, Baja California del Norte","San Jose, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-121.890583, 37.3361905)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -121.890583 37.3361905)"
1983,Zacatecas,"Tijuana, Baja California del Norte","Merced, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1974,Zacatecas,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1977,Zacatecas,"Tijuana, Baja California del Norte","San Jose, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-121.890583, 37.3361905)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -121.890583 37.3361905)"
1983,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.20856984509811, 23.0823582)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.2085698450981 23.0823582, -117.0412813 32.5132984, -118.1362299 33.760599)"
