crsyr1,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords
2000,Jalisco,"Agua Prieta, Sonora","New York, NY ","(-103.6666671, 20.3333331)","(-109.5425509, 31.3179664)","(-74.0060152, 40.7127281)"
1951,Jalisco,"Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)",Fail
1992,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-115.448325, 32.6248622)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1980,Jalisco,"Tijuana, Baja California del Norte","San Jose, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1986,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1996,Jalisco,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-103.6666671, 20.3333331)","(-115.448325, 32.6248622)","(-117.3455744, 34.0109957)"
1989,Jalisco,"Tijuana, Baja California del Norte","Vallejo-Fairfield-Napa, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)",Fail
1998,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1982,Jalisco,"Tijuana, Baja California del Norte",,"(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1986,Jalisco,"Tijuana, Baja California del Norte",,"(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1984,Jalisco,"Tijuana, Baja California del Norte","San Diego, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1982,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1981,Jalisco,"Tijuana, Baja California del Norte","San Diego, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1988,Yucatán,"Tijuana, Baja California del Norte",,"(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1995,Yucatán,"Mexicali, Baja California del Norte","Eugene-Springfield, OR ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-123.0923253, 44.0551863)"
1997,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
2003,Yucatán,"Agua Prieta, Sonora","Ventura, CA ","(-88.8755669, 20.6845957)","(-109.5425509, 31.3179664)","(-119.0779359, 34.4458248)"
2002,Yucatán,"General Plutarco Elías Calles, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-112.71174894524103, 31.6949837)","(-122.65670323003644, 45.637796949999995)"
2006,Yucatán,"Mexicali, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-122.419906, 37.7790262)"
2006,Yucatán,"Nogales, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.65670323003644, 45.637796949999995)"
1992,Yucatán,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
1991,Yucatán,"Nogales, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.65670323003644, 45.637796949999995)"
2002,Yucatán,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
1994,Yucatán,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
2003,Yucatán,"Altar, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-111.88979063990689, 31.09381305)","(-122.65670323003644, 45.637796949999995)"
1997,Yucatán,"Altar, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-111.88979063990689, 31.09381305)","(-122.65670323003644, 45.637796949999995)"
1993,Yucatán,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
2001,Yucatán,"Altar, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-111.88979063990689, 31.09381305)","(-122.419906, 37.7790262)"
1995,Yucatán,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
1991,Yucatán,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
2003,Yucatán,"Altar, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-111.88979063990689, 31.09381305)","(-122.65670323003644, 45.637796949999995)"
1993,Yucatán,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
1995,Yucatán,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
2000,Yucatán,"Juárez, Chihuahua","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-106.0277621, 28.6517723)","(-122.65670323003644, 45.637796949999995)"
1994,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1982,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
2000,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1993,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1983,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1995,Yucatán,"Nogales, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.65670323003644, 45.637796949999995)"
1986,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
2000,Yucatán,"Agua Prieta, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-109.5425509, 31.3179664)","(-122.419906, 37.7790262)"
1996,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1987,Yucatán,"Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
2006,Yucatán,"Altar, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-111.88979063990689, 31.09381305)","(-122.419906, 37.7790262)"
1989,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
2006,Yucatán,"Juárez, Chihuahua","San Francisco, CA ","(-88.8755669, 20.6845957)","(-106.0277621, 28.6517723)","(-122.419906, 37.7790262)"
2008,Yucatán,"Agua Prieta, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-109.5425509, 31.3179664)","(-122.419906, 37.7790262)"
2007,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1984,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1998,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1989,Yucatán,"Tijuana, Baja California del Norte","Eugene-Springfield, OR ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-123.0923253, 44.0551863)"
1997,Yucatán,"Tijuana, Baja California del Norte","San Jose, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
2001,Yucatán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
2000,Yucatán,"Nogales, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.419906, 37.7790262)"
1995,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1994,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
2006,Yucatán,"Agua Prieta, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-109.5425509, 31.3179664)","(-122.419906, 37.7790262)"
1989,Yucatán,"Nogales, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.419906, 37.7790262)"
2002,Yucatán,"Agua Prieta, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-109.5425509, 31.3179664)","(-122.419906, 37.7790262)"
2000,Yucatán,"Agua Prieta, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-109.5425509, 31.3179664)","(-122.419906, 37.7790262)"
2002,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1997,Yucatán,"Nogales, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.419906, 37.7790262)"
1981,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1997,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
2003,Yucatán,"Nogales, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.419906, 37.7790262)"
1991,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1993,"Othon P. Blanco, Quintana Roo","Tijuana, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.82568150518946, 18.4375388)","(-116.964662, 32.5010188)","(-122.65670323003644, 45.637796949999995)"
1992,Quintana Roo,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.5000001, 19.6666671)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1995,Yucatán,"Nogales, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.419906, 37.7790262)"
1999,"Cozumel, Quintana Roo","Nogales, Sonora","San Francisco, CA ","(-86.92027456597663, 20.4317585)","(-108.9620954, 30.2074686)","(-122.419906, 37.7790262)"
2007,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1991,Yucatán,"Nogales, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.419906, 37.7790262)"
1992,Yucatán,"Nogales, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.419906, 37.7790262)"
1981,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
2000,Yucatán,"Nogales, Sonora","San Francisco, CA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.419906, 37.7790262)"
2004,Yucatán,"Tijuana, Baja California del Norte","Denver, CO ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-72.3959849, 5.3428475)"
1974,Yucatán,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-118.2400932, 33.7689643)"
1991,Yucatán,"Tijuana, Baja California del Norte","Denver, CO ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-72.3959849, 5.3428475)"
1998,Yucatán,"Juárez, Chihuahua","Denver, CO ","(-88.8755669, 20.6845957)","(-106.0277621, 28.6517723)","(-72.3959849, 5.3428475)"
1970,Yucatán,"Tijuana, Baja California del Norte","Stockton-Lodi, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-121.257813, 38.1307654)"
1982,Yucatán,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-117.3455744, 34.0109957)"
1983,Yucatán,"Mexicali, Baja California del Norte","Ventura, CA ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-119.0779359, 34.4458248)"
1994,Yucatán,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-117.3455744, 34.0109957)"
1980,Yucatán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1980,Yucatán,"Mexicali, Baja California del Norte","Denver, CO ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-72.3959849, 5.3428475)"
1976,Yucatán,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-117.3455744, 34.0109957)"
1979,Yucatán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1986,Yucatán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,Yucatán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1977,Yucatán,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-118.2400932, 33.7689643)"
1986,Yucatán,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-118.2400932, 33.7689643)"
2000,Yucatán,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-88.8755669, 20.6845957)","(-116.964662, 32.5010188)","(-117.3455744, 34.0109957)"
2006,Yucatán,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-118.2400932, 33.7689643)"
1978,Yucatán,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-118.2400932, 33.7689643)"
2006,Yucatán,"Piedras Negras, Coahuila de Zaragoza","Denver, CO ","(-88.8755669, 20.6845957)","(-100.5267104, 28.6998135)","(-72.3959849, 5.3428475)"
2000,Yucatán,"Nogales, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.65670323003644, 45.637796949999995)"
1996,Yucatán,"Mexicali, Baja California del Norte","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-115.448325, 32.6248622)","(-122.65670323003644, 45.637796949999995)"
2004,Yucatán,"Nogales, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-108.9620954, 30.2074686)","(-122.65670323003644, 45.637796949999995)"
1998,Yucatán,"Piedras Negras, Coahuila de Zaragoza","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-100.5267104, 28.6998135)","(-122.65670323003644, 45.637796949999995)"
2002,Yucatán,"Piedras Negras, Coahuila de Zaragoza","San Francisco, CA ","(-88.8755669, 20.6845957)","(-100.5267104, 28.6998135)","(-122.419906, 37.7790262)"
1998,Yucatán,"Piedras Negras, Coahuila de Zaragoza","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-100.5267104, 28.6998135)","(-122.65670323003644, 45.637796949999995)"
2006,Yucatán,"Agua Prieta, Sonora","Portland-Vancouver, OR-WA ","(-88.8755669, 20.6845957)","(-109.5425509, 31.3179664)","(-122.65670323003644, 45.637796949999995)"
2006,San Luis Potosí,"Monterrey, Nuevo León",,"(-100.4949145, 22.5000001)","(-100.315258, 25.6802019)","(11.0480288, 46.3144754)"
2001,San Luis Potosí,"Nogales, Sonora",,"(-100.4949145, 22.5000001)","(-108.9620954, 30.2074686)","(11.0480288, 46.3144754)"
1989,", Zacatecas","Nuevo Laredo, Tamaulipas",,"(-103.20856984509811, 23.0823582)","(-99.5185992, 27.4761506)","(11.0480288, 46.3144754)"
1979,San Luis Potosí,"Tijuana, Baja California del Norte","Orange County, CA ","(-100.4949145, 22.5000001)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
2005,San Luis Potosí,"Reynosa, Tamaulipas","Dallas, TX ","(-100.4949145, 22.5000001)","(-98.2963932, 26.0704018)","(-96.7968559, 32.7762719)"
1985,San Luis Potosí,"Tijuana, Baja California del Norte",,"(-100.4949145, 22.5000001)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1977,"Monterrey, Nuevo León","Tijuana, Baja California del Norte",,"(-100.315258, 25.6802019)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1951,San Luis Potosí,"Tijuana, Baja California del Norte","San Antonio, TX ","(-100.4949145, 22.5000001)","(-116.964662, 32.5010188)","(-98.4951405, 29.4246002)"
2006,"Ciudad del Maíz, San Luis Potosí","Reynosa, Tamaulipas","Dallas, TX ","(-99.70473311666532, 22.43093055)","(-98.2963932, 26.0704018)","(-96.7968559, 32.7762719)"
1990,"Monterrey, Nuevo León","Jiménez, Tamaulipas","San Antonio, TX ","(-100.315258, 25.6802019)","(-98.5139019806096, 24.211551649999997)","(-98.4951405, 29.4246002)"
2005,San Luis Potosí,"Reynosa, Tamaulipas","Dallas, TX ","(-100.4949145, 22.5000001)","(-98.2963932, 26.0704018)","(-96.7968559, 32.7762719)"
2009,San Luis Potosí,"Matamoros, Tamaulipas","Atlanta, GA ","(-100.4949145, 22.5000001)","(-97.5017951, 25.8520977)","(-84.442163, 33.7849591)"
1997,San Luis Potosí,"Matamoros, Tamaulipas","Dallas, TX ","(-100.4949145, 22.5000001)","(-97.5017951, 25.8520977)","(-96.7968559, 32.7762719)"
1989,San Luis Potosí,"Matamoros, Tamaulipas",,"(-100.4949145, 22.5000001)","(-97.5017951, 25.8520977)","(11.0480288, 46.3144754)"
1988,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Philadelphia, PA-NJ ","(-100.4949145, 22.5000001)","(-99.5185992, 27.4761506)","(-75.0410935, 40.0095394)"
1996,San Luis Potosí,"Nogales, Sonora","Houston, TX ","(-100.4949145, 22.5000001)","(-108.9620954, 30.2074686)","(-95.3676974, 29.7589382)"
1994,San Luis Potosí,"Piedras Negras, Coahuila de Zaragoza","Nashville, TN ","(-100.4949145, 22.5000001)","(-100.5267104, 28.6998135)","(-86.77474161400752, 36.1565461)"
2000,San Luis Potosí,"Mexicali, Baja California del Norte",,"(-100.4949145, 22.5000001)","(-115.448325, 32.6248622)","(11.0480288, 46.3144754)"
1997,San Luis Potosí,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-100.4949145, 22.5000001)","(-115.448325, 32.6248622)","(-118.2400932, 33.7689643)"
1972,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1979,", Chiapas","Juárez, Chihuahua","Riverside-San Bernardino, CA ","(-92.5000001, 16.5000001)","(-106.0277621, 28.6517723)","(-117.3455744, 34.0109957)"
1992,Guanajuato,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-115.448325, 32.6248622)","(-117.3455744, 34.0109957)"
1984,Guanajuato,"Agua Prieta, Sonora","Denver, CO ","(-101.0, 20.9876996)","(-109.5425509, 31.3179664)","(-72.3959849, 5.3428475)"
1980,Guanajuato,"Mexicali, Baja California del Norte","San Jose, CA ","(-101.0, 20.9876996)","(-115.448325, 32.6248622)","(-121.890583, 37.3361905)"
1997,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1995,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
2000,"El Naranjo, San Luis Potosí","Reynosa, Tamaulipas","Houston, TX ","(-99.34014074889025, 22.45091275)","(-98.2963932, 26.0704018)","(-95.3676974, 29.7589382)"
1995,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1971,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1996,Guanajuato,"Tijuana, Baja California del Norte","Ventura, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-119.0779359, 34.4458248)"
1996,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1995,Guanajuato,"Tijuana, Baja California del Norte",,"(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1999,Guanajuato,"Mexicali, Baja California del Norte","Sacramento, CA ","(-101.0, 20.9876996)","(-115.448325, 32.6248622)","(-121.493895, 38.5810606)"
2001,Guanajuato,"Tijuana, Baja California del Norte","Sacramento, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-121.493895, 38.5810606)"
2004,Guanajuato,"Juárez, Chihuahua",,"(-101.0, 20.9876996)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
2005,Guanajuato,"Tijuana, Baja California del Norte","Orange County, CA ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1998,Guanajuato,"Tecate, Baja California del Norte","Denver, CO ","(-101.0, 20.9876996)","(-116.6298787, 32.5653831)","(-72.3959849, 5.3428475)"
1997,Guanajuato,"Tijuana, Baja California del Norte","Las Vegas, NV-AZ ","(-101.0, 20.9876996)","(-116.964662, 32.5010188)","(-114.0562227, 36.8159974)"
2000,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
2003,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1996,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1998,Puebla,"Juárez, Chihuahua",,"(-98.0, 18.833333)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
1990,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
2005,Puebla,"Juárez, Chihuahua","Stockton-Lodi, CA ","(-98.0, 18.833333)","(-106.0277621, 28.6517723)","(-121.257813, 38.1307654)"
2004,Puebla,"Nogales, Sonora","Chicago, IL ","(-98.0, 18.833333)","(-108.9620954, 30.2074686)","(-87.6244212, 41.8755616)"
2002,Puebla,"Agua Prieta, Sonora","Denver, CO ","(-98.0, 18.833333)","(-109.5425509, 31.3179664)","(-72.3959849, 5.3428475)"
2002,Puebla,"Mexicali, Baja California del Norte",,"(-98.0, 18.833333)","(-115.448325, 32.6248622)","(11.0480288, 46.3144754)"
2004,Puebla,"Nogales, Sonora","Philadelphia, PA-NJ ","(-98.0, 18.833333)","(-108.9620954, 30.2074686)","(-75.0410935, 40.0095394)"
1983,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
2005,Puebla,"Naco, Sonora","Indianapolis, IN ","(-98.0, 18.833333)","(-109.9459547, 31.3229703)","(-86.0519568269157, 39.9164009)"
1995,Distrito Federal,"Tecate, Baja California del Norte","New York, NY ","(-99.1331785, 19.4326296)","(-116.6298787, 32.5653831)","(-74.0060152, 40.7127281)"
2000,Distrito Federal,"Piedras Negras, Coahuila de Zaragoza","New York, NY ","(-99.1331785, 19.4326296)","(-100.5267104, 28.6998135)","(-74.0060152, 40.7127281)"
2000,Puebla,"Altar, Sonora","Stockton-Lodi, CA ","(-98.0, 18.833333)","(-111.88979063990689, 31.09381305)","(-121.257813, 38.1307654)"
2001,Puebla,"Tijuana, Baja California del Norte",,"(-98.0, 18.833333)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1989,Puebla,"Tijuana, Baja California del Norte",,"(-98.0, 18.833333)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1993,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1995,Querétaro,", Coahuila de Zaragoza","San Antonio, TX ","(-99.84756, 20.8542575)","(-102.0000001, 27.3333331)","(-98.4951405, 29.4246002)"
1985,"Durango, Durango",", Coahuila de Zaragoza",,"(-104.6547415, 24.022008)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
2004,Querétaro,"Tijuana, Baja California del Norte","Tampa-St. Petersburg-Clearwater, FL ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)",Fail
2005,Querétaro,"Matamoros, Tamaulipas","Houston, TX ","(-99.84756, 20.8542575)","(-97.5017951, 25.8520977)","(-95.3676974, 29.7589382)"
1986,Querétaro,"Agua Prieta, Sonora","Phoenix-Mesa, AZ ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-111.6526441150196, 33.30591455)"
1990,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
